REV_NUMBER,REV_ALPHABET,CABLE_SIZE,PROCURED_BY,CABLE_TAG,START_EQPT,END_EQPT,LENGTH_SRRL,NO_OF_RUNS,TOTAL_DESIGN_LENGTH,CABLE_ROUTE,TIMESTAMP,LENGTH_VARIANCE
33,A,2X2.5,Unknown,PD14-2P-005,"230V PDB-14,AFT MSB ROOM,DECK-24","ICAF CONTROL PANEL RS/2Q/4W-SM,AFT DG ROOM,DECK-40",30.0,1.0,30.0,"091_L75B-P-13, 091_L75B-P-12, 091_L65C-P-02, 091_SCH65-P-02, 091_SCH65-P-01, 091_L65C-P-01, 091_VL75B-P-25, 091_VL75B-P-30, 20-56-P-D-1_(325x250), 071_L75C-P-03, 071_L75C-P-02, 071_L75C-P-01, 071_L20C-P-12, 30-53-P-D-1(250X200), 063_L45C-P-05, 063_L45C-P-04, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
33,A,2X1.5,Unknown,PD14-2P-006,"230V PDB-14,AFT MSB ROOM,DECK-25","TUNNEL THRUSTER-2 FREQ. DRIVE AFE (AUX.),  FWD THRUSTER CONTROL ROOM,DECK-20",40.0,1.0,40.0,"091_L75B-PC-36, 091_L75B-PC-35, 20-53-P-B-4-(325x250), 161_SCH30-P-4A, 095_L75B-P-20, 095_L75B-P-21, 095_L75B-P-22, 05-44-P-D-02(400X200), 095_L65C-P-01, 095_L65C-P-02, 095_L65C-P-03, 095_L65C-P-04, 095_L65C-P-05, 095_L75B-P-11, 095_L75C-P-01, 095_L75C-P-02, 20-33-P-B-1-(400X200), 097_L45B-P-02, 097_L45B-P-03, 097_L45B-P-04, 097_L45B-P-05, 097_L45B-P-06, 20-21-P-B-1-(325X250), 069_VL45B-P-04, 069_VL45B-P-03, 20-21-P-D-2(325X250), 069_L45D-P-01, 069_L65D-P-01, 20-19-P-D-1(200X150), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
33,A,2X1.5,Unknown,PD14-2P-007,"230V PDB-14,AFT MSB ROOM,DECK-26","TUNNEL THRUSTER-2 CONTROL UNIT (MAIN),   FWD THRUSTER CONTROL ROOM,DECK-20",55.0,1.0,55.0,"091_L75B-PC-36, 091_L75B-PC-35, 20-53-P-B-4-(325x250), 161_SCH30-P-4A, 095_L75B-P-20, 095_L75B-P-21, 095_L75B-P-22, 05-44-P-D-02(400X200), 095_L65C-P-01, 095_L65C-P-02, 095_L65C-P-03, 095_L65C-P-04, 095_L65C-P-05, 095_L75B-P-11, 095_L75C-P-01, 095_L75C-P-02, 20-33-P-B-1-(400X200), 097_L45B-P-02, 097_L45B-P-03, 097_L45B-P-04, 097_L45B-P-05, 097_L45B-P-06, 20-21-P-B-1-(325X250), 069_VL45B-P-04, 069_VL45B-P-03, 069_L30D-P-04, 069_L30D-P-05, 069_L30D-P-06, 069_L30D-P-07, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
33,A,2X2.5,Unknown,PD14-2P-008,"230V PDB-14,AFT MSB ROOM,DECK-27","230V CONNECTION BOX-10,FWD THRUSTER CONTROL ROOM,DECK-20",40.0,1.0,40.0,"091_L75B-PC-36, 091_L75B-PC-35, 20-53-P-B-4-(325x250), 161_SCH30-P-4A, 095_L75B-P-20, 095_L75B-P-21, 095_L75B-P-22, 05-44-P-D-02(400X200), 095_L65C-P-01, 095_L65C-P-02, 095_L65C-P-03, 095_L65C-P-04, 095_L65C-P-05, 095_L75B-P-11, 095_L75C-P-01, 095_L75C-P-02, 20-33-P-B-1-(400X200), 097_L45B-P-02, 097_L45B-P-03, 097_L45B-P-04, 097_L45B-P-05, 097_L45B-P-06, 20-21-P-B-1-(325X250), 069_VL45B-P-04, 143_L20B-P-17, 143_L20B-P-16, 143_L20B-P-15, 143_L20B-P-14, 143_L20B-P-13, 143_L20B-P-12, 143_L20B-P-11, 143_L20B-P-10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
33,A,2X1.5,Unknown,PD14-2P-009,"230V PDB-14,AFT MSB ROOM,DECK-28","H2S CONTROL PANEL (MAIN),AIRLOCK ROOM,DECK-20",70.0,1.0,70.0,"091_L75B-P-13, 091_L75B-P-12, 091_L65C-P-02, 091_SCH65-P-02, 091_SCH65-P-01, 091_L65C-P-01, 091_VL75B-P-25, 091_VL75B-P-30, 20-56-P-D-1_(325x250), 071_L75C-P-03, 071_L75C-P-02, 071_L75C-P-01, 071_L75D-P-15, 20-53-P-D-2-(325x250), 091_VL75B-P-33, 091_VL75B-P-34, 095_L65B-P-10, FWD SWB, 20-53-P-B-9-(400x250), 095_L75B-P-04, 095_L75B-P-05, 095_L75B-P-06, 095_L75B-P-07, 095_L75B-P-08, 095_SCH75-P-22, 095_SCH75-P-23, 095_SCH75-P-25, T/F ROOM  (S), 20-41-P-B-4-(325x250), 096_L75C-P-04, 096_L75C-P-03, 096_SCH45-P-01, 096_L45B-P-06, 096_L45B-P-05, 096_L45B-P-04, REF PLANT, 20-33-P-B-2-(325X250), 097_L45B-P-10, 097_L45B-P-09, 097_L45B-P-08, 097_L45B-P-07, 097_L45B-P-11, 097_L45B-P-12, LOCAL ROUTE TO H2S CONTOL PANEL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
33,A,2X1.5,Unknown,PD14-2P-010,"230V PDB-14,AFT MSB ROOM,DECK-29","CCTV N/W ENCLOSURE-8,,FWD.PROP ROOM,DECK-20",70.0,1.0,70.0,"091_L75B-P-13, 091_L75B-P-12, 091_L65C-P-02, 091_SCH65-P-02, 091_SCH65-P-01, 091_L65C-P-01, 091_VL75B-P-25, 091_VL75B-P-30, 20-56-P-D-1_(325x250), 071_L75C-P-03, 071_L75C-P-02, 071_L75C-P-01, 071_L75D-P-15, 20-53-P-D-2-(325x250), 091_VL75B-P-33, 091_VL75B-P-34, 095_L65B-P-10, 091_L75B-P-29, 091_L75B-P-28, 091_L75B-P-27, 091_L75B-P-26, 091_SCH75-P-31, 091_SCH75-P-30, 091_SCH75-P-29, 091_SCH75-P-28, 20-63-P-G-3, 091_L75B-P-16, 20-65-P-G-3, 091_L75B-P-17, 20-67-P-G-3, 091_L75B-P-18, 20-69-P-G-3, 091_L75B-P-19, 20-71-P-G-3, 091_SCH75-P-23, 091_SCH75-P-41, 091_SCH75-P-40, 20-73-P-B-3-(325X250), MOONPOOL AREA, 089_SCH75-P-01, 20-74-P-G-6, 089_L75B-P-04, 20-76-P-G-6, 089_L75B-P-01, 20-78-P-G-6, 089_L75B-P-02, 20-80-P-G-6, 089_L75B-P-03, 20-82-P-G-8, 089_SCH75-P-03, 089_SCH75-P-04, DDC CHAMBER, 20-84-P-B-3-(325x250)/B, 087_SCH75-P-24, 087_SCH75-P-25, 20-85-P-G-3, 087_L75B-PC-26, 20-87-P-G-3, 087_L75B-PC-27, 20-89-P-G-3, 087_L75B-PC-28, 20-91-P-G-3, 087_SCH75-P-01, 087_SCH75-P-19, 087_SCH75-P-02, 20-93-P-G-3, 087_L65B-PC-04, 20-95-P-G-3, 087_L65B-PC-01, 20-97-P-G-3, 087_L65B-PC-02, 20-99-P-G-3, 087_L65B-PC-03, 20-101-P-G-1, 087_SCH75-P-11, 087_SCH75-P-10, 087_L75B-PC-34, 087_L75B-PC-35, 087_SCH75-P-16, 087_SCH75-P-17, 087_SCH75-P-18, FWD E/R, 20-105-P-B-1-(400x200), 085_133_L30B_P-01, 085_133_L30B_P-01, 20-106-P-D-08(300X200), 054_070_L30D_P-01, 054_SCH30-P-01, 054_SCH30-P-03, 054_L30B-P-03, 20-106-P-D-3(200X150), 085_L20C-P-01, , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
33,A,2X1.5,Unknown,PD14-2P-011,"230V PDB-14,AFT MSB ROOM,DECK-30","2MW DG-2(PORT) EXCITATION PANEL,AFT DG ROOM,DECK-30",40.0,1.0,40.0,"091_L75B-P-13, 091_L75B-P-12, 091_L65C-P-02, 091_SCH65-P-02, 091_SCH65-P-01, 091_L65C-P-01, 091_VL75B-P-25, 091_VL75B-P-30, 20-56-P-D-1_(325x250), AFT DG ROOM, 071_L75C-P-03, 071_L20C-P-11, 30-54-P-D-2-(250X200), 063_L45B-P-09, 063_L45C-P-06, 40-54-P-G-1, 063_L45C-P-05, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
33,A,2X1.5,Unknown,PD14-2P-012,"230V PDB-14,AFT MSB ROOM,DECK-31","2MW DG-4(CENTRE) EXCITATION PANEL,AFT DG ROOM,DECK-30",45.0,1.0,45.0,"091_L75B-P-13, 091_L75B-P-12, 091_L65C-P-02, 091_SCH65-P-02, 091_SCH65-P-01, 091_L65C-P-01, 091_VL75B-P-25, 091_VL75B-P-30, 20-56-P-D-1_(325x250), AFT DG ROOM, 071_L75C-P-03, 071_L20C-P-11, 30-54-P-D-2-(250X200), 063_L45B-P-09, 063_L45C-P-06, 40-54-P-G-1, 063_L45C-P-05, 063_L45C-P-04, 40-54-P-G-2, 063_L45C-P-03, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
33,A,2X1.5,Unknown,PD14-2P-013,"230V PDB-14,AFT MSB ROOM,DECK-32","2MW DG-5(STBD) EXCITATION PANEL,AFT DG ROOM,DECK-30",50.0,1.0,50.0,"091_L75B-P-13, 091_L75B-P-12, 091_L65C-P-02, 091_SCH65-P-02, 091_SCH65-P-01, 091_L65C-P-01, 091_VL75B-P-25, 091_VL75B-P-30, 20-56-P-D-1_(325x250), AFT DG ROOM, 071_L75C-P-03, 071_L20C-P-11, 30-54-P-D-2-(250X200), 063_L45B-P-09, 063_L45C-P-06, 40-54-P-G-1, 063_L45C-P-05, 063_L45C-P-04, 40-54-P-G-2, 063_L45C-P-03, 063_L45C-P-02, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
33,A,2X2.5,Unknown,PD15-2P-001,"230V PDB-15,PASSAGE-20,DECK-20","ICAF CONTROL PANEL RS/2Q/4W-SM,AFT PROP.ROOM,DECK-40",60.0,1.0,60.0,"077_L45B-P-11, 20-160-P-B-3-(325x250), 078_L45B-P-07, 20-158-P-G-4, 078_SCH45-PC-05, 20-157-P-B-1-(325x250), 078_SCH45-PC-08, 20-156-P-G-4, 078_L45B-P-08, 20-154-P-G-4, 078_L45B-P-09, 20-152-P-G-4, 078_L45B-P-10, 20-150-P-G-3, 078_L45B-P-11, 20-148-P-B-3-(325x250), 083_L45B-P-41, 20-146-P-G-3, 083_L45B-P-40, 20-144-P-G-3, 083_SCH45-PC-08., AFT ME, 20-143-P-B-1-(400x250), 083_SCH45-PC-10., 20-142-P-G-3, 083_L45B-P-44, 20-140-P-G-3, 083_L45B-P-43, 20-138-P-G-2, 083_L45B-P-42, 20-136-P-G-2, 083_L45C-P-10, 083_SCH45-PC-14, 083_SCH45-P-13, 083_SCH45-P-12, 083_SCH45-P-22, 083_SCH45-PC-03, 20-138-P-G-2, 083_L45B-P-45, 20-136-P-G-2, 083_L45B-P-46, 20-134-P-G-3, 083_L45B-P-47, 20-132-P-G-3, 083_L45B-P-48, 20-130-P-G-3, 083_VL20C-P-01, 083_VL20C-P-02, 20-127-P-D-1A-(250X200), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
33,A,2X1.5,Unknown,PD15-2P-003,"230V PDB-15,PASSAGE-20,DECK-20","CCTV N/W ENCLOSURE-6,PASSAGE-14,        DECK-10",60.0,1.0,60.0,"077_L45B-P-11, 20-160-P-B-3-(325x250), 078_L45B-P-07, 20-158-P-G-4, 078_SCH45-PC-05, 20-157-P-B-1-(325x250), 078_SCH45-PC-08, 20-156-P-G-4, 078_L45B-P-08, 20-154-P-G-4, 078_L45B-P-09, 20-152-P-G-4, 078_L45B-P-10, 20-150-P-G-3, 078_L45B-P-11, 20-148-P-B-3-(325x250), 083_L45B-P-41, 20-146-P-G-3, 083_L45B-P-40, 20-144-P-G-3, 083_SCH45-PC-08., AFT ME, 20-143-P-B-1-(400x250), 083_SCH45-PC-10., 20-142-P-G-3, 083_L45B-P-44, 20-140-P-G-3, 083_L45B-P-43, 20-138-P-G-2, 083_L45B-P-42, 20-136-P-G-2, 083_L45C-P-10, 083_SCH45-PC-14, 083_SCH45-P-13, 083_SCH45-P-12, 083_SCH45-P-22, 083_SCH45-PC-03, 20-138-P-G-2, 083_L45B-P-45, 20-136-P-G-2, 083_L45B-P-46, 20-134-P-G-3, 083_L45B-P-47, 20-132-P-G-3, 083_L45B-P-48, 20-130-P-G-3, 20-126-P-B-1-(400x200), FWD ME, 085_L45B-P-33, 20-124-P-G-3, 085_L45B-P-35, 20-122-P-G-3, 085_L45B-P-34, MCR, 10-120-P-D-01-(400X200), 106_L45B-P-01, 106_L45B-P-02, 107_L45B-P-55, 107_L45B-P-56, 107_L45B-P-57, 106_L45B-P-03, 106_L45B-P-04, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
33,A,2X1.5,Unknown,PD15-2P-004,"230V PDB-15,PASSAGE-20,DECK-20","IPMS-REMOTE CONTROL VALVE JB-4 FWD.PROP ROOM,DECK-20",75.0,1.0,75.0,"077_L45B-P-11, 20-160-P-B-3-(325x250), 078_L45B-P-07, 20-158-P-G-4, 078_SCH45-PC-05, 20-157-P-B-1-(325x250), 078_SCH45-PC-08, 20-156-P-G-4, 078_L45B-P-08, 20-154-P-G-4, 078_L45B-P-09, 20-152-P-G-4, 078_L45B-P-10, 20-150-P-G-3, 078_L45B-P-11, 20-148-P-B-3-(325x250), 083_L45B-P-41, 20-146-P-G-3, 083_L45B-P-40, 20-144-P-G-3, 083_SCH45-PC-08., AFT ME, 20-143-P-B-1-(400x250), 083_SCH45-PC-10., 20-142-P-G-3, 083_L45B-P-44, 20-140-P-G-3, 083_L45B-P-43, 20-138-P-G-2, 083_L45B-P-42, 20-136-P-G-2, 083_L45C-P-10, 083_SCH45-PC-14, 083_SCH45-P-13, 083_SCH45-P-12, 083_SCH45-P-22, 083_SCH45-PC-03, 20-138-P-G-2, 083_L45B-P-45, 20-136-P-G-2, 083_L45B-P-46, 20-134-P-G-3, 083_L45B-P-47, 20-132-P-G-3, 083_L45B-P-48, 20-130-P-G-3, 083_L45B-P-48, 20-126-P-B-1-(400x200), 085_L45B-P-33, 20-124-P-G-3, 085_L45B-P-35, 20-122-P-G-3, 085_L45B-P-34, 085_141-L30D-P-01, 085_L45C-PC-05, 085_L45B-PC-06, 085_L45B-PC-07, 085_L45B-PC-08, 085_L45B-PC-09, 085_L45B-PC-10, 085_L45B-PC-11, 085_136_L30B-P-01, 085_142_L20B-P-01, 085_142_L20B-P-02, 085_142_L20B-P-03, 085_142_L20B-P-04, 085_L20C-P-09, 085_057_L20B_P-01, 085_057_L20B_P-02, 085_125_L20B-P-01, 085_126_L20C_P-01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
33,A,2X1.5,Unknown,PD15-2P-005,"230V PDB-15,PASSAGE-20,DECK-20","RECTRABLE THRUSTER-3 FREQ DRIVE AFE (AUX.),AFT DRIVE ROOM,DECK-20 ",25.0,1.0,25.0,"077_L45B-P-11, 20-160-P-B-3-(325x250), 078_L45B-P-07, 20-158-P-G-4, 078_SCH45-PC-05, 20-157-P-B-1-(325x250), 078_SCH45-PC-08, 20-156-P-G-4, 078_L45B-P-08, 20-154-P-G-4, 078_L45B-P-09, 20-152-P-G-4, 078_L45B-P-10, 20-150-P-G-3, 078_L45B-P-11, 20-148-P-B-3-(325x250), 083_L45B-P-41, 20-146-P-G-3, 083_L45B-P-40, 20-144-P-G-3, 083_SCH45-PC-08., 082_L30C-P_02, 082_L30C-P_01, 20-143-P-D-1-250X200, 048_L45B-P-40, 40-144-P-G-1, 048_L30B-P-11, 20-146-P-D-1_264x109, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
33,A,2X1.5,Unknown,PD15-2P-006,"230V PDB-15,PASSAGE-20,DECK-20","RECTRABLE THRUSTER-3 CONTROL UNIT (MAIN),AFE DRIVE ROOM,DECK-20",30.0,1.0,30.0,"077_L45B-P-11, 20-160-P-B-3-(325x250), 078_L45B-P-07, 20-158-P-G-4, 078_SCH45-PC-05, 20-157-P-B-1-(325x250), 078_SCH45-PC-08, 20-156-P-G-4, 078_L45B-P-08, 20-154-P-G-4, 078_L45B-P-09, 20-152-P-G-4, 078_L45B-P-10, 20-150-P-G-3, 078_L45B-P-11, 20-148-P-B-3-(325x250), 083_L45B-P-41, 20-146-P-G-3, 083_L45B-P-40, 083_L45B-PC-23, 081-L45-P-01A, 081-L45-P-02A, 082-L30B-P-01A, 082-L30B-P-02A, 082-L30B-P-03A, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
33,A,2X2.5,Unknown,PD15-2P-007,"230V PDB-15,PASSAGE-20,DECK-20","230V CONNECTION BOX-5,AFT.PROP ROOM,DECK-20",30.0,1.0,30.0,"077_L45B-P-11, 20-160-P-B-3-(325x250), 078_L45B-P-07, 20-158-P-G-4, 078_SCH45-PC-05, 20-157-P-B-1-(325x250), 078_SCH45-PC-08, 20-156-P-G-4, 078_L45B-P-08, 20-154-P-G-4, 078_L45B-P-09, 20-152-P-G-4, 078_L45B-P-10, 20-150-P-G-3, 078_L45B-P-11, 20-148-P-B-3-(325x250), 083_L45B-P-41, 20-146-P-G-3, 083_L45B-P-40, 20-144-P-G-3, 083_SCH45-PC-08., 20-143-P-B-1-(400x250), 20-142-P-G-3, 083_L45B-P-44, 20-140-P-G-3, 083_L45B-P-43, 20-138-P-G-2, 083_L45B-P-42, 20-136-P-G-2, 083_L45C-P-10, 083_L45C-P-06, 084_L30C-P-01A, 084_L30C-P-02A, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
33,A,2X2.5,Unknown,PD15-2P-008,"230V PDB-15,PASSAGE-20,DECK-20","230V CONNECTION BOX-6,AFT PROP ROOM,DECK-20",45.0,1.0,45.0,"077_L45B-P-11, 20-160-P-B-3-(325x250), 078_L45B-P-07, 20-158-P-G-4, 078_SCH45-PC-05, 20-157-P-B-1-(325x250), 078_SCH45-PC-08, 20-156-P-G-4, 078_L45B-P-08, 20-154-P-G-4, 078_L45B-P-09, 20-152-P-G-4, 078_L45B-P-10, 20-150-P-G-3, 078_L45B-P-11, 20-148-P-B-3-(325x250), 083_L45B-P-41, 20-146-P-G-3, 083_L45B-P-40, 20-144-P-G-3, 083_SCH45-PC-08., 20-143-P-B-1-(400x250), 20-142-P-G-3, 083_L45B-P-44, 20-140-P-G-3, 083_L45B-P-43, 20-138-P-G-2, 083_L45B-P-42, 20-136-P-G-2, 083_L45C-P-10, 083_L45C-P-06, 084_L30C-P-01A, 084_L30C-P-02A, 083-L30B-P-01A, 083-L30B-P-02A, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
33,A,2X1.5,Unknown,PD15-2P-009,"230V PDB-15,PASSAGE-20,DECK-20","IPMS-AFDS BATTERY BOX(N),DCHQ,DECK-10",75.0,1.0,75.0,"077_L45B-P-11, 20-160-P-B-3-(325x250), 078_L45B-P-07, 20-158-P-G-4, 078_SCH45-PC-05, 20-157-P-B-1-(325x250), 078_SCH45-PC-08, 20-156-P-G-4, 078_L45B-P-08, 20-154-P-G-4, 078_L45B-P-09, 20-152-P-G-4, 078_L45B-P-10, 20-150-P-G-3, 078_L45B-P-11, 20-148-P-B-3-(325x250), 083_L45B-P-41, 20-146-P-G-3, 083_L45B-P-40, 20-144-P-G-3, 083_SCH45-PC-08., AFT ME, 20-143-P-B-1-(400x250), 083_SCH45-PC-10., 20-142-P-G-3, 083_L45B-P-44, 20-140-P-G-3, 083_L45B-P-43, 20-138-P-G-2, 083_L45B-P-42, 20-136-P-G-2, 083_L45C-P-10, 083_SCH45-PC-14, 083_SCH45-P-13, 083_SCH45-P-12, 083_SCH45-P-22, 083_SCH45-PC-03, 20-138-P-G-2, 083_L45B-P-45, 20-136-P-G-2, 083_L45B-P-46, 20-134-P-G-3, 083_L45B-P-47, 20-132-P-G-3, 083_L45B-P-48, 20-130-P-G-3, 20-126-P-B-1-(400x200), FWD ME, 085_L45B-P-33, 20-124-P-G-3, 085_L45B-P-35, 20-122-P-G-3, 085_L45B-P-34, MCR, 10-120-P-D-01-(400X200), 106_L45B-P-01, 106_L45B-P-02, 107_L45B-P-55, 107_L45B-P-56, 107_L45B-P-57, 106_L45B-P-03, 10-120-P-B-01-(250X150), 105_L20C-P-03, 105_L20C-P-04, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
33,A,2X1.5,Unknown,PD15-2P-010,"230V PDB-15,PASSAGE-20,DECK-20","IPMS-AFAS DC UPS,DCHQ,DECK-10",75.0,1.0,75.0,"077_L45B-P-11, 20-160-P-B-3-(325x250), 078_L45B-P-07, 20-158-P-G-4, 078_SCH45-PC-05, 20-157-P-B-1-(325x250), 078_SCH45-PC-08, 20-156-P-G-4, 078_L45B-P-08, 20-154-P-G-4, 078_L45B-P-09, 20-152-P-G-4, 078_L45B-P-10, 20-150-P-G-3, 078_L45B-P-11, 20-148-P-B-3-(325x250), 083_L45B-P-41, 20-146-P-G-3, 083_L45B-P-40, 20-144-P-G-3, 083_SCH45-PC-08., AFT ME, 20-143-P-B-1-(400x250), 083_SCH45-PC-10., 20-142-P-G-3, 083_L45B-P-44, 20-140-P-G-3, 083_L45B-P-43, 20-138-P-G-2, 083_L45B-P-42, 20-136-P-G-2, 083_L45C-P-10, 083_SCH45-PC-14, 083_SCH45-P-13, 083_SCH45-P-12, 083_SCH45-P-22, 083_SCH45-PC-03, 20-138-P-G-2, 083_L45B-P-45, 20-136-P-G-2, 083_L45B-P-46, 20-134-P-G-3, 083_L45B-P-47, 20-132-P-G-3, 083_L45B-P-48, 20-130-P-G-3, 20-126-P-B-1-(400x200), FWD ME, 085_L45B-P-33, 20-124-P-G-3, 085_L45B-P-35, 20-122-P-G-3, 085_L45B-P-34, MCR, 10-120-P-D-01-(400X200), 106_L45B-P-01, 106_L45B-P-02, 107_L45B-P-55, 107_L45B-P-56, 107_L45B-P-57, 106_L45B-P-03, 10-120-P-B-01-(250X150), 105_L20C-P-03, 105_L20C-P-04, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
33,A,2X2.5,Unknown,PD15-2P-011,"230V PDB-15,PASSAGE-20,DECK-20","230V CONNECTION BOX-8,AFT THRUSTER ROOM,DECK-20",20.0,1.0,20.0,"077_L45B-P-11, 20-162-P-G-4, 077_SCH45-PC-10, 20-163-P-B-1-(325x250), 077_SCH45-PC-08, 20-164-P-G-4, 077_L45B-P-07, 20-166-P-G-4, 077_L45B-P-08, 20-168-P-G-4, 077_L45B-P-09, 20-170-P-G-4, 077_L45B-P-10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
33,A,2X2.5,Unknown,PD15-2P-012,"230V PDB-15,PASSAGE-20,DECK-20","230V CONNECTION BOX-15,STEERING GEAR COMPARTMENT,DECK-20",35.0,1.0,35.0,"077_L45B-P-11, 20-162-P-G-4, 077_SCH45-PC-10, 20-163-P-B-1-(325x250), 077_SCH45-PC-08, 20-164-P-G-4, 077_L45B-P-07, 20-166-P-G-4, 077_L45B-P-08, 20-168-P-G-4, 077_L45B-P-09, 20-170-P-G-4, 077_L45B-P-10, 20-172-P-B-3-(325x250), STEERING GEAR ROOM, 074_L45B-P-10, 20-174-P-G-4, 074_L45B-P-11, 20-176-P-G-4, 074_L45B-P-12, 20-178-P-G-4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2023-08-22 15:15:18,0.0
